WILDLIFE_TYPE,SPECIES,ISSUE,ACTION,CREATED_DATE,DIVISION
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/18,SYMONSTON
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/12,WANNIASSA
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/18,RED HILL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/12,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NOT LOCATED,2017/03/17,CHIFLEY
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ANIMAL DEAD ON ARRIVAL,2016/07/12,O'MALLEY
MACROPOD,EASTERN GREY KANGAROO,DEAD,ATTENDED BUT NOT LOCATED,2017/03/17,WESTON
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/12,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/17,THEODORE
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/12,RED HILL
MACROPOD,SWAMP WALLABY,DEAD,CARCASS REMOVED,2017/03/18,O'MALLEY
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/12,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/17,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/12,WANNIASSA
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/17,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/12,FORREST
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/17,CALWELL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/12,CALWELL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/17,PEARCE
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/12,CALWELL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/17,CAMPBELL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/12,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/17,DEAKIN
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/12,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/17,RED HILL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/12,BRUCE
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/17,O'MALLEY
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/12,GILMORE
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/14,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/12,GARRAN
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/14,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/12,CALWELL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/14,DUFFY
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/12,THEODORE
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NO ACTION REQUIRED,2017/03/14,CONDER
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/12,FORDE
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NOT LOCATED,2017/03/13,HUME
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/12,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/13,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/12,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/13,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/12,KAMBAH
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/13,TORRENS
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/12,RICHARDSON
MACROPOD,WALLAROO,INJURED/SICK,EUTHANASED,2017/03/13,KAMBAH
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/12,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/13,KAMBAH
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/12,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/13,HALL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/12,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/13,KALEEN
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/12,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/12,SYMONSTON
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/12,DENMAN PROSPECT
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NOT LOCATED,2017/03/12,ISAACS
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/12,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/12,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/12,GARRAN
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/12,MAWSON
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/12,BONYTHON
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/15,GREENWAY
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/12,HUME
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/15,KAMBAH
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/12,O'MALLEY
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/15,LYNEHAM
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/12,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/15,KALEEN
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/12,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/15,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/12,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/15,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/12,LYONS
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/15,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/12,O'MALLEY
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/15,GREENWAY
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/12,O'MALLEY
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/14,HUGHES
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/12,SYMONSTON
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NOT LOCATED,2017/03/14,SYMONSTON
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/12,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NOT LOCATED,2017/03/14,PEARCE
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/12,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/15,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/12,WATSON
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ANIMAL DEAD ON ARRIVAL,2017/03/14,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/12,BONYTHON
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NOT LOCATED,2017/03/14,CAMPBELL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/12,KAMBAH
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/14,CONDER
MACROPOD,SWAMP WALLABY,DEAD,CARCASS REMOVED,2016/07/12,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/14,KAMBAH
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/12,WANNIASSA
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/23,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/12,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/23,DEAKIN
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/15,DUFFY
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/23,DEAKIN
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/15,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/23,YARRALUMLA
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/15,HUME
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/22,WESTON
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/15,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/22,NICHOLLS
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/15,GOWRIE
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/22,CHIFLEY
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/15,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ANIMAL DEAD ON ARRIVAL,2017/03/23,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/15,SYMONSTON
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/22,FARRER
MACROPOD,EASTERN GREY KANGAROO,OTHER,ATTENDED BUT NO ACTION REQUIRED,2016/07/15,ISAACS
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/22,TORRENS
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/15,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/22,TORRENS
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/15,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/22,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/15,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/22,HUME
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/15,LYONS
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/22,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/15,AINSLIE
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/22,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/15,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/22,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/15,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/24,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/15,RURAL
MACROPOD,RED NECKED WALLABY,DEAD,CARCASS REMOVED,2017/03/25,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/16,GARRAN
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/25,GUNGAHLIN
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/16,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/25,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ANIMAL DEAD ON ARRIVAL,2016/07/16,CALWELL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/24,CONDER
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/16,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/24,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/16,WANNIASSA
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/24,NICHOLLS
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/16,GOWRIE
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NOT LOCATED,2017/03/24,BANKS
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/16,KALEEN
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/23,MOLONGLO
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ANIMAL DEAD ON ARRIVAL,2016/07/16,BONNER
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/23,COOMBS
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/16,THEODORE
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/23,BONNER
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/16,RICHARDSON
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/23,RED HILL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/16,FADDEN
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/23,DEAKIN
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/16,CITY
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/23,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/15,TORRENS
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/23,WANNIASSA
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/15,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/23,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/15,TORRENS
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/19,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/15,HALL
MACROPOD,EASTERN GREY KANGAROO,DEAD,ATTENDED BUT NOT LOCATED,2017/03/20,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/13,BONYTHON
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/20,THEODORE
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/13,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/20,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ATTENDED BUT NOT LOCATED,2016/07/13,HUME
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/19,NICHOLLS
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/13,WANNIASSA
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/19,GREENWAY
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/13,GUNGAHLIN
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/19,GREENWAY
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/13,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/19,SYMONSTON
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/13,FARRER
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/18,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ANIMAL DEAD ON ARRIVAL,2016/07/13,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/18,KAMBAH
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/12,DEAKIN
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/19,CALWELL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/12,WATSON
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/19,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/12,WATSON
MACROPOD,EASTERN GREY KANGAROO,TRAPPED,ATTENDED BUT NOT LOCATED,2017/03/18,BANKS
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/13,BONNER
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/18,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/12,COOMBS
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/18,PIALLIGO
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ANIMAL DEAD ON ARRIVAL,2016/07/12,WATSON
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/18,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/12,PIALLIGO
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ANIMAL DEAD ON ARRIVAL,2017/03/21,SYMONSTON
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/12,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/21,RICHARDSON
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/14,HUME
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/22,CALWELL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/14,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/22,THEODORE
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/14,RURAL
MACROPOD,RED NECKED WALLABY,INJURED/SICK,ANIMAL DEAD ON ARRIVAL,2017/03/20,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/14,HACKETT
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/20,CONDER
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/14,CALWELL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/21,DENMAN PROSPECT
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/14,WESTON
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/21,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/14,BRUCE
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ANIMAL DEAD ON ARRIVAL,2017/03/20,SYMONSTON
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/14,HUME
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ANIMAL DEAD ON ARRIVAL,2017/03/20,THEODORE
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/14,GRIFFITH
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/20,CONDER
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/14,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/20,CONDER
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/14,CONDER
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/20,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/14,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,ATTENDED BUT NO ACTION REQUIRED,2017/03/20,CAMPBELL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2016/07/13,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/20,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/13,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ANIMAL DEAD ON ARRIVAL,2017/03/20,CURTIN
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2016/07/13,GUNGAHLIN
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/08,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ANIMAL DEAD ON ARRIVAL,2016/07/13,HUME
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/08,KAMBAH
BIRD,COCKATOO,INJURED/SICK,CAPTURED & RELEASED,2016/12/31,LYNEHAM
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/08,KAMBAH
BIRD,PARROT,INJURED/SICK,TAKEN TO CARER/VET/RSPCA,2017/01/13,EVATT
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/08,KAMBAH
BIRD,SWAN,INJURED/SICK,ATTENDED BUT NO ACTION REQUIRED,2017/01/17,GUNGAHLIN
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/07,RURAL
BIRD,OTHER BIRDS OF PREY (COMMENTS FOR SPECIES),INJURED/SICK,ATTENDED BUT NOT LOCATED,2017/01/19,GREENWAY
MACROPOD,SWAMP WALLABY,INJURED/SICK,EUTHANASED,2017/03/07,GARRAN
BIRD,DUCK,ORPHANED,CAPTURED & RELEASED,2016/11/08,DICKSON
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/07,ACTON
BIRD,MAGPIES,OTHER,CARCASS REMOVED,2016/11/28,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/07,DENMAN PROSPECT
BIRD,PEEWEE / MAGPIE LARK,OTHER,ATTENDED BUT NO ACTION REQUIRED,2016/11/29,WARAMANGA
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/07,GARRAN
BIRD,OWLS (COMMENT FOR SPECIES),INJURED/SICK,TAKEN TO CARER/VET/RSPCA,2016/12/29,AINSLIE
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/07,SYMONSTON
BIRD,PARROT,TRAPPED,ATTENDED BUT NO ACTION REQUIRED,2016/10/24,LYNEHAM
MACROPOD,SWAMP WALLABY,DEAD,CARCASS REMOVED,2017/03/07,RURAL
BIRD,MAGPIES,OTHER,CARCASS REMOVED,2016/11/01,MITCHELL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/07,O'MALLEY
BIRD,MAGPIES,INJURED/SICK,TAKEN TO CARER/VET/RSPCA,2016/11/03,MITCHELL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/07,RED HILL
BIRD,OTHER,ORPHANED,TAKEN TO CARER/VET/RSPCA,2016/11/03,RURAL
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/07,RED HILL
BIRD,MAGPIES,INJURED/SICK,ANIMAL DEAD ON ARRIVAL,2016/10/11,CHIFLEY
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/07,HUME
BIRD,MAGPIES,INJURED/SICK,ATTENDED BUT NOT LOCATED,2016/10/20,GUNGAHLIN
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/07,RURAL
BIRD,MAGPIES,TRAPPED,TAKEN TO CARER/VET/RSPCA,2016/10/23,DICKSON
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,ANIMAL DEAD ON ARRIVAL,2017/03/08,RED HILL
BIRD,MAGPIES,INJURED/SICK,TAKEN TO CARER/VET/RSPCA,2016/10/24,RURAL
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/08,O'CONNOR
BIRD,DUCK,INJURED/SICK,ATTENDED BUT NOT LOCATED,2017/03/14,ACTON
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/08,WATSON
BIRD,OTHER WATERBIRDS (COMMENTS FOR SPECIES),TRAPPED,ATTENDED BUT NO ACTION REQUIRED,2017/03/22,GUNGAHLIN
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/08,CONDER
BIRD,DUCK,INJURED/SICK,ATTENDED BUT NOT LOCATED,2017/03/23,PARKES
MACROPOD,EASTERN GREY KANGAROO,DEAD,CARCASS REMOVED,2017/03/08,HUME
BIRD,MAGPIES,INJURED/SICK,ATTENDED BUT NOT LOCATED,2017/05/01,KAMBAH
MACROPOD,EASTERN GREY KANGAROO,INJURED/SICK,EUTHANASED,2017/03/08,THEODORE
BIRD,PARROT,INJURED/SICK,CARCASS REMOVED,2017/03/05,LYNEHAM
